"subject","activity","tBodyAcc-mean()-X.mean","tBodyAcc-mean()-X.std","tBodyAcc-mean()-Y.mean","tBodyAcc-mean()-Y.std","tBodyAcc-mean()-Z.mean","tBodyAcc-mean()-Z.std","tBodyAcc-std()-X.mean","tBodyAcc-std()-X.std","tBodyAcc-std()-Y.mean","tBodyAcc-std()-Y.std","tBodyAcc-std()-Z.mean","tBodyAcc-std()-Z.std","tGravityAcc-mean()-X.mean","tGravityAcc-mean()-X.std","tGravityAcc-mean()-Y.mean","tGravityAcc-mean()-Y.std","tGravityAcc-mean()-Z.mean","tGravityAcc-mean()-Z.std","tGravityAcc-std()-X.mean","tGravityAcc-std()-X.std","tGravityAcc-std()-Y.mean","tGravityAcc-std()-Y.std","tGravityAcc-std()-Z.mean","tGravityAcc-std()-Z.std","tBodyAccJerk-mean()-X.mean","tBodyAccJerk-mean()-X.std","tBodyAccJerk-mean()-Y.mean","tBodyAccJerk-mean()-Y.std","tBodyAccJerk-mean()-Z.mean","tBodyAccJerk-mean()-Z.std","tBodyAccJerk-std()-X.mean","tBodyAccJerk-std()-X.std","tBodyAccJerk-std()-Y.mean","tBodyAccJerk-std()-Y.std","tBodyAccJerk-std()-Z.mean","tBodyAccJerk-std()-Z.std","tBodyGyro-mean()-X.mean","tBodyGyro-mean()-X.std","tBodyGyro-mean()-Y.mean","tBodyGyro-mean()-Y.std","tBodyGyro-mean()-Z.mean","tBodyGyro-mean()-Z.std","tBodyGyro-std()-X.mean","tBodyGyro-std()-X.std","tBodyGyro-std()-Y.mean","tBodyGyro-std()-Y.std","tBodyGyro-std()-Z.mean","tBodyGyro-std()-Z.std","tBodyGyroJerk-mean()-X.mean","tBodyGyroJerk-mean()-X.std","tBodyGyroJerk-mean()-Y.mean","tBodyGyroJerk-mean()-Y.std","tBodyGyroJerk-mean()-Z.mean","tBodyGyroJerk-mean()-Z.std","tBodyGyroJerk-std()-X.mean","tBodyGyroJerk-std()-X.std","tBodyGyroJerk-std()-Y.mean","tBodyGyroJerk-std()-Y.std","tBodyGyroJerk-std()-Z.mean","tBodyGyroJerk-std()-Z.std","tBodyAccMag-mean().mean","tBodyAccMag-mean().std","tBodyAccMag-std().mean","tBodyAccMag-std().std","tGravityAccMag-mean().mean","tGravityAccMag-mean().std","tGravityAccMag-std().mean","tGravityAccMag-std().std","tBodyAccJerkMag-mean().mean","tBodyAccJerkMag-mean().std","tBodyAccJerkMag-std().mean","tBodyAccJerkMag-std().std","tBodyGyroMag-mean().mean","tBodyGyroMag-mean().std","tBodyGyroMag-std().mean","tBodyGyroMag-std().std","tBodyGyroJerkMag-mean().mean","tBodyGyroJerkMag-mean().std","tBodyGyroJerkMag-std().mean","tBodyGyroJerkMag-std().std","fBodyAcc-mean()-X.mean","fBodyAcc-mean()-X.std","fBodyAcc-mean()-Y.mean","fBodyAcc-mean()-Y.std","fBodyAcc-mean()-Z.mean","fBodyAcc-mean()-Z.std","fBodyAcc-std()-X.mean","fBodyAcc-std()-X.std","fBodyAcc-std()-Y.mean","fBodyAcc-std()-Y.std","fBodyAcc-std()-Z.mean","fBodyAcc-std()-Z.std","fBodyAccJerk-mean()-X.mean","fBodyAccJerk-mean()-X.std","fBodyAccJerk-mean()-Y.mean","fBodyAccJerk-mean()-Y.std","fBodyAccJerk-mean()-Z.mean","fBodyAccJerk-mean()-Z.std","fBodyAccJerk-std()-X.mean","fBodyAccJerk-std()-X.std","fBodyAccJerk-std()-Y.mean","fBodyAccJerk-std()-Y.std","fBodyAccJerk-std()-Z.mean","fBodyAccJerk-std()-Z.std","fBodyGyro-mean()-X.mean","fBodyGyro-mean()-X.std","fBodyGyro-mean()-Y.mean","fBodyGyro-mean()-Y.std","fBodyGyro-mean()-Z.mean","fBodyGyro-mean()-Z.std","fBodyGyro-std()-X.mean","fBodyGyro-std()-X.std","fBodyGyro-std()-Y.mean","fBodyGyro-std()-Y.std","fBodyGyro-std()-Z.mean","fBodyGyro-std()-Z.std","fBodyAccMag-mean().mean","fBodyAccMag-mean().std","fBodyAccMag-std().mean","fBodyAccMag-std().std","fBodyBodyAccJerkMag-mean().mean","fBodyBodyAccJerkMag-mean().std","fBodyBodyAccJerkMag-std().mean","fBodyBodyAccJerkMag-std().std","fBodyBodyGyroMag-mean().mean","fBodyBodyGyroMag-mean().std","fBodyBodyGyroMag-std().mean","fBodyBodyGyroMag-std().std","fBodyBodyGyroJerkMag-mean().mean","fBodyBodyGyroJerkMag-mean().std","fBodyBodyGyroJerkMag-std().mean","fBodyBodyGyroJerkMag-std().std","train"
11,"SITTING",0.276590197,0.013306383,-0.014919562, 0.022152802,-0.112840218, 0.023862651,-0.982796562, 0.017816587,-0.921402118, 0.143666539,-0.968370182, 0.043747101, 0.871963798, 0.064540545, 0.213716306, 0.179824019, 0.188531696, 0.069175658,-0.988069341, 0.024490110,-0.949792572, 0.124542588,-0.971661611, 0.063301653,0.076177732,0.010192674,-2.138386e-04, 7.652807e-02, 8.334008e-03, 2.954330e-02,-0.980335164, 0.018986668,-0.966766643, 0.027610596,-0.983441610, 0.011799221,-0.0399984916, 0.0333696783,-0.075528448, 0.035472631, 0.0761739419, 0.1741126789,-0.988164912, 0.013506130,-0.982249040, 0.018124912,-0.95284431, 0.05075382,-0.094842348, 0.011466541,-0.039281305, 0.010418573,-0.050539546, 0.033331752,-0.990501518, 0.009249500,-0.988554820, 0.011752005,-0.981016045, 0.021644028,-0.9619707638, 0.0599112079,-0.94458183, 0.10819438,-0.9619707638, 0.0599112079,-0.94458183, 0.10819438,-0.979355635, 0.018193063,-0.974511727, 0.023610449,-0.951884472, 0.078586894,-0.95996449, 0.04602203,-0.989519031, 0.011588582,-0.986256665, 0.014887241,-0.981481454, 0.017593191,-0.934503183, 0.104385762,-0.972855110, 0.029322171,-0.983389810, 0.018087209,-0.920047162, 0.152395580,-0.967884391, 0.047658420,-0.980831750, 0.017992008,-0.967454618, 0.026727386,-0.981124861, 0.012849132,-0.981607942, 0.018495140,-0.968421476, 0.026948745,-0.984349607, 0.011001387,-0.985106875, 0.016019860,-0.982636645, 0.017539275,-0.95445382, 0.04373601,-0.98918951, 0.01281114,-0.982137919, 0.018465269,-0.95680277, 0.04856504,-0.953066009, 0.084232906,-0.9485219860, 0.1031132681,-0.9753153315, 0.0228845121,-0.972289134, 0.025008393,-0.9697999511, 0.0314121787,-0.96071124, 0.04711833,-0.987255973, 0.013581782,-0.985607229, 0.015611870,1
12,"SITTING",0.275007225,0.019351113,-0.015789299, 0.014894241,-0.106307229, 0.023132695,-0.982568782, 0.015248811,-0.928581240, 0.078008497,-0.939661889, 0.051002051, 0.926228975, 0.081005223, 0.083050901, 0.137018957, 0.088564070, 0.157922799,-0.985203642, 0.032081731,-0.963641979, 0.049607224,-0.956208630, 0.043244132,0.077127766,0.009400296, 1.059905e-02, 3.450138e-02,-2.045760e-03, 4.275436e-02,-0.976494201, 0.016552144,-0.964047462, 0.027826897,-0.979113466, 0.014856117,-0.0424159183, 0.0436186308,-0.075198040, 0.094704885, 0.0728462158, 0.1097560358,-0.974425352, 0.021542576,-0.960497128, 0.029264568,-0.95155253, 0.03959885,-0.094102349, 0.011990852,-0.038747747, 0.017536811,-0.051563409, 0.020716101,-0.977329927, 0.017919591,-0.979347831, 0.012925106,-0.977138954, 0.015140332,-0.9521766214, 0.0422479416,-0.94751710, 0.05184501,-0.9521766214, 0.0422479416,-0.94751710, 0.05184501,-0.974734490, 0.017833986,-0.972745893, 0.023664819,-0.941907241, 0.071577973,-0.94676924, 0.04550526,-0.980392338, 0.013315775,-0.978260536, 0.015411780,-0.979666144, 0.014899636,-0.942768017, 0.052896606,-0.954626629, 0.036252766,-0.983999477, 0.015649320,-0.926033976, 0.084429323,-0.935916958, 0.054859535,-0.977109887, 0.016026177,-0.964236191, 0.026925819,-0.975551564, 0.016703231,-0.977980349, 0.015825951,-0.966538920, 0.027161288,-0.981408872, 0.013177357,-0.968528985, 0.024958715,-0.963725249, 0.024866168,-0.95571818, 0.03072443,-0.97633990, 0.02055282,-0.959040696, 0.031849355,-0.95476988, 0.03888263,-0.955944253, 0.041058055,-0.9506471888, 0.0496587275,-0.9717152686, 0.0235003261,-0.972951443, 0.024101039,-0.9585118667, 0.0314141863,-0.94846098, 0.04653081,-0.978484454, 0.014609329,-0.979256387, 0.015737299,0
13,"SITTING",0.274328500,0.017293953,-0.005877329, 0.036466884,-0.097246511, 0.065054388,-0.989546275, 0.023549240,-0.938967742, 0.146469476,-0.938641216, 0.183093564, 0.925576512, 0.050384470, 0.101769752, 0.153276149, 0.075777386, 0.138388124,-0.981379113, 0.048136732,-0.951353065, 0.136751032,-0.930979557, 0.230844846,0.075286588,0.013902249,-1.123441e-03, 5.887723e-02,-2.323972e-02, 1.190196e-01,-0.992827264, 0.009994683,-0.984267558, 0.014179510,-0.987612090, 0.009845947,-0.0355124857, 0.0496816655,-0.090268740, 0.106154967, 0.0823432027, 0.1241263679,-0.985844263, 0.017608153,-0.979668456, 0.021414951,-0.96689641, 0.03811952,-0.095919849, 0.012807339,-0.041036688, 0.016761699,-0.046612160, 0.031826434,-0.991371017, 0.010949139,-0.991773350, 0.007703640,-0.989861382, 0.008706135,-0.9576905637, 0.1050760623,-0.93793574, 0.18907967,-0.9576905637, 0.1050760623,-0.93793574, 0.18907967,-0.989497839, 0.010357146,-0.988813098, 0.015642538,-0.951142644, 0.079964306,-0.96394059, 0.04769826,-0.992604304, 0.006565399,-0.991414935, 0.011280621,-0.990135478, 0.019792996,-0.959673916, 0.094848391,-0.956183064, 0.131875250,-0.989410583, 0.025032317,-0.933666503, 0.158941027,-0.934189007, 0.193869017,-0.992678213, 0.009954874,-0.983914102, 0.014176438,-0.985261205, 0.010729679,-0.993682170, 0.009161665,-0.985908120, 0.013203559,-0.988612100, 0.009098990,-0.983218203, 0.019716921,-0.982456054, 0.018888953,-0.96838442, 0.03962607,-0.98671469, 0.01696577,-0.978270709, 0.022872249,-0.96945175, 0.03434502,-0.956901560, 0.134978329,-0.9385299310, 0.1840864964,-0.9883485353, 0.0141764593,-0.988332303, 0.017557507,-0.9732582778, 0.0338190591,-0.96426810, 0.04812346,-0.991723742, 0.010441960,-0.991219446, 0.011608243,0
14,"SITTING",0.279990577,0.026905632,-0.008705655, 0.039202898,-0.100401490, 0.057285969,-0.976302248, 0.041239770,-0.914935704, 0.147895047,-0.922774836, 0.130372534, 0.939038760, 0.045569355,-0.036453396, 0.072435722,-0.094597053, 0.205550695,-0.976280399, 0.077151521,-0.950322664, 0.135782610,-0.938415738, 0.173386203,0.074187884,0.025945296,-4.361860e-03, 6.845423e-02,-1.057445e-02, 7.270691e-02,-0.980890655, 0.019231828,-0.967828356, 0.032088955,-0.976133384, 0.017672562,-0.0440403327, 0.0517052073,-0.071347828, 0.111874695, 0.0928523607, 0.1111555080,-0.980829981, 0.025835839,-0.962048192, 0.036735210,-0.95290438, 0.06023342,-0.092161458, 0.017644043,-0.043457730, 0.019479936,-0.052012161, 0.030575934,-0.990284240, 0.009237325,-0.986911324, 0.012498196,-0.982819139, 0.015407315,-0.9441979437, 0.0976553844,-0.92549583, 0.16651304,-0.9441979437, 0.0976553844,-0.92549583, 0.16651304,-0.976521006, 0.021619217,-0.973343389, 0.027162063,-0.942756369, 0.082502783,-0.94708116, 0.06859514,-0.988317607, 0.011269736,-0.986963990, 0.013819222,-0.976456609, 0.035823922,-0.932644766, 0.105530173,-0.944126079, 0.085966994,-0.976303057, 0.043336145,-0.911591208, 0.157304107,-0.917678155, 0.141343381,-0.981566649, 0.017977005,-0.968951770, 0.028688857,-0.972751970, 0.019162240,-0.981920831, 0.019007679,-0.968943674, 0.033963886,-0.978180021, 0.016466516,-0.978577118, 0.028180664,-0.969806730, 0.027579165,-0.95702086, 0.04779365,-0.98157309, 0.02500018,-0.958227403, 0.041359765,-0.95602881, 0.05853771,-0.940589853, 0.118045173,-0.9291939372, 0.1624527413,-0.9729853430, 0.0251588100,-0.972959409, 0.030009046,-0.9633205406, 0.0422347704,-0.94651796, 0.07193841,-0.987324239, 0.013427028,-0.987065178, 0.013499818,1
15,"SITTING",0.272903380,0.028404671,-0.011718847, 0.037343173,-0.113661253, 0.030194089,-0.987084356, 0.021470702,-0.922407163, 0.191808819,-0.949338025, 0.104095637, 0.890364262, 0.084000443, 0.210849305, 0.157932901, 0.002815660, 0.146699124,-0.982620884, 0.040821832,-0.943561412, 0.172011707,-0.952973659, 0.106347629,0.078479279,0.013953568,-8.984376e-03, 1.028536e-01,-2.372075e-03, 6.927082e-02,-0.988162334, 0.010312524,-0.978126999, 0.017040103,-0.987011025, 0.006828846,-0.0377111130, 0.0319631529,-0.080342876, 0.068782610, 0.0951978084, 0.1198536506,-0.988204115, 0.016564626,-0.975321519, 0.029488890,-0.96376580, 0.04305387,-0.095364907, 0.012604427,-0.039606877, 0.017245121,-0.052414834, 0.025946869,-0.992889043, 0.007962999,-0.990313308, 0.009944588,-0.987937203, 0.011574469,-0.9586698363, 0.0898742787,-0.93797791, 0.16724125,-0.9586698363, 0.0898742787,-0.93797791, 0.16724125,-0.986107839, 0.010372192,-0.984639018, 0.014940007,-0.957331628, 0.065871723,-0.96347507, 0.04281424,-0.992188894, 0.008175526,-0.989720049, 0.012212948,-0.986619609, 0.018732953,-0.938926431, 0.146445634,-0.963227005, 0.072202494,-0.987384779, 0.022636076,-0.919162700, 0.200351234,-0.945704713, 0.111561826,-0.988106102, 0.010745322,-0.978159013, 0.016871404,-0.984908418, 0.007838676,-0.989314360, 0.008875471,-0.979713046, 0.016131501,-0.987694114, 0.005963156,-0.986152580, 0.018790487,-0.979201725, 0.023430298,-0.96673152, 0.03658273,-0.98888193, 0.01588464,-0.973456092, 0.032701135,-0.96622865, 0.04131291,-0.949752001, 0.131297092,-0.9411959381, 0.1583697852,-0.9846894371, 0.0137138142,-0.983276252, 0.016659318,-0.9737621798, 0.0299031637,-0.96337823, 0.04347871,-0.990180959, 0.011231734,-0.989503942, 0.012698930,1
16,"SITTING",0.280768574,0.037065733,-0.010249794, 0.025419611,-0.089140404, 0.063152753,-0.986825605, 0.040437434,-0.951607872, 0.103400594,-0.939672247, 0.146720717, 0.942457378, 0.030946383,-0.086588254, 0.071455657, 0.089268220, 0.191630715,-0.980158243, 0.083829470,-0.968023207, 0.083569236,-0.945813561, 0.149270692,0.073434672,0.025269213, 9.856429e-03, 5.437355e-02,-1.150306e-02, 6.678592e-02,-0.990861135, 0.012675437,-0.981800971, 0.023519085,-0.983487213, 0.021512532,-0.0412014042, 0.0547555596,-0.057452543, 0.137594382, 0.0795736310, 0.0745887979,-0.981037373, 0.041061661,-0.958336596, 0.091430505,-0.96028783, 0.10170824,-0.095720452, 0.017635611,-0.045036928, 0.049597453,-0.058837127, 0.064873281,-0.989583279, 0.018781811,-0.990621793, 0.017438692,-0.988364321, 0.022147332,-0.9618796807, 0.0909436375,-0.94105124, 0.15423055,-0.9618796807, 0.0909436375,-0.94105124, 0.15423055,-0.987472699, 0.015404917,-0.983615334, 0.029422798,-0.946417382, 0.100116115,-0.93794240, 0.13481803,-0.992444606, 0.013191178,-0.988261253, 0.026021797,-0.987043829, 0.034047965,-0.961456686, 0.074986322,-0.959552230, 0.086872475,-0.986892418, 0.042814285,-0.949829260, 0.109793345,-0.934652147, 0.162281567,-0.990964251, 0.012636523,-0.981752167, 0.023538911,-0.981178037, 0.023633495,-0.991567868, 0.011590185,-0.983230774, 0.021853039,-0.984362469, 0.019500626,-0.978632857, 0.038757054,-0.966796002, 0.070411851,-0.96005826, 0.09979046,-0.98205786, 0.04121741,-0.954343752, 0.101819614,-0.96427005, 0.09321940,-0.958335481, 0.101090459,-0.9425882501, 0.1535866721,-0.9839686359, 0.0253314164,-0.982190555, 0.034136485,-0.9540609943, 0.1004234962,-0.93886322, 0.13323080,-0.989363136, 0.022214086,-0.987506349, 0.028739005,1
17,"SITTING",0.277357020,0.011718481,-0.014156274, 0.027277852,-0.113624085, 0.020419018,-0.994443905, 0.010652805,-0.961858630, 0.073586974,-0.965729196, 0.064689692, 0.944883748, 0.034012948,-0.002814673, 0.083196363,-0.135803882, 0.141817315,-0.990196617, 0.021600100,-0.966720106, 0.067626491,-0.956610644, 0.082151167,0.075070986,0.008093868, 5.609710e-03, 3.959491e-02,-1.554484e-03, 4.341414e-02,-0.994340603, 0.007827530,-0.988637002, 0.011257196,-0.990529262, 0.006602988,-0.0425491590, 0.0492569441,-0.066924593, 0.052970509, 0.0860053803, 0.0856341279,-0.989638326, 0.018046477,-0.986128681, 0.016478557,-0.97970523, 0.02961698,-0.094247697, 0.011894480,-0.041113420, 0.010919022,-0.051090324, 0.018647418,-0.995255937, 0.007037876,-0.994981881, 0.008755426,-0.993841257, 0.008690089,-0.9727473464, 0.0500722825,-0.96506519, 0.07359211,-0.9727473464, 0.0500722825,-0.96506519, 0.07359211,-0.992814715, 0.006467387,-0.991446499, 0.012989762,-0.967177744, 0.064839335,-0.97541025, 0.03832454,-0.996334795, 0.005566355,-0.994446756, 0.012173432,-0.993969382, 0.010587405,-0.969927989, 0.052511047,-0.974841605, 0.043696815,-0.994657314, 0.010758564,-0.959789142, 0.078369632,-0.962921073, 0.069840947,-0.994542621, 0.007206149,-0.988327420, 0.012078876,-0.988828065, 0.007622682,-0.994613162, 0.007834093,-0.989915811, 0.009360635,-0.990818248, 0.005727910,-0.988411068, 0.019367188,-0.988793980, 0.014510700,-0.98161710, 0.02593207,-0.99004126, 0.01755936,-0.984813098, 0.017670074,-0.98096965, 0.02820526,-0.973626755, 0.054583273,-0.9653996797, 0.0711103793,-0.9914272505, 0.0113450695,-0.990319626, 0.015163586,-0.9833692923, 0.0257167495,-0.97471085, 0.03929566,-0.995204564, 0.009660592,-0.993624524, 0.014196818,1
18,"SITTING",0.277270019,0.005835899,-0.012869128, 0.010954260,-0.111904776, 0.015424506,-0.994347989, 0.005220500,-0.974928131, 0.035353216,-0.977572717, 0.033059554, 0.909816469, 0.066123621, 0.129886476, 0.163799350, 0.161877418, 0.120296458,-0.994043771, 0.009695471,-0.984035479, 0.034779136,-0.978340183, 0.037226108,0.076622889,0.004572264, 6.945603e-03, 1.794379e-02, 2.787570e-03, 1.638295e-02,-0.991624662, 0.006392257,-0.984002717, 0.008809496,-0.990153122, 0.004859799,-0.0333057034, 0.0245162678,-0.068579634, 0.045265355, 0.0848140512, 0.0733686858,-0.991956959, 0.012340545,-0.986753344, 0.015080073,-0.98152550, 0.02998767,-0.095472323, 0.010304006,-0.039712559, 0.008204715,-0.052303040, 0.015942479,-0.994170191, 0.004555665,-0.994224162, 0.005847260,-0.992814325, 0.006411179,-0.9836741518, 0.0258332225,-0.98159529, 0.03237956,-0.9836741518, 0.0258332225,-0.98159529, 0.03237956,-0.989869575, 0.006049000,-0.991159351, 0.007559461,-0.977634992, 0.044214509,-0.98137268, 0.03369225,-0.994873440, 0.004819678,-0.994868914, 0.006888526,-0.993144920, 0.006180046,-0.976538530, 0.024851188,-0.982996441, 0.018447390,-0.994906566, 0.004857461,-0.974980069, 0.038011434,-0.975722121, 0.037274058,-0.991924710, 0.006154400,-0.983642392, 0.009103357,-0.988689672, 0.005381944,-0.992039061, 0.006188133,-0.985694744, 0.007939303,-0.990141676, 0.004549070,-0.989961500, 0.014820919,-0.988702701, 0.012596446,-0.98302739, 0.02377522,-0.99257540, 0.01158322,-0.985710088, 0.016427364,-0.98279728, 0.02920540,-0.984781467, 0.021114965,-0.9822261516, 0.0327064675,-0.9904070760, 0.0074248068,-0.991044298, 0.007962664,-0.9865352421, 0.0221713990,-0.98125263, 0.03473224,-0.994808188, 0.006735820,-0.994967622, 0.006660555,0
19,"SITTING",0.273830316,0.021903295,-0.016739260, 0.014288796,-0.108707654, 0.026750516,-0.976357663, 0.024628003,-0.950388944, 0.069918102,-0.951929615, 0.056222186, 0.581371509, 0.290086609, 0.360343535, 0.148868842, 0.489126595, 0.197967129,-0.969355010, 0.055468373,-0.969969814, 0.066199475,-0.960394961, 0.061274938,0.075374713,0.021264324, 1.379210e-02, 3.455345e-02, 1.731068e-03, 4.385365e-02,-0.987043285, 0.007437455,-0.979267729, 0.014039600,-0.986704740, 0.008583938,-0.0214151280, 0.0344358625,-0.052020789, 0.195751487, 0.0968980718, 0.0747867794,-0.984625307, 0.015237416,-0.959758310, 0.033997218,-0.96559498, 0.02791855,-0.100986131, 0.011242876,-0.042517022, 0.025436995,-0.059080168, 0.016734591,-0.988464753, 0.009526537,-0.987465915, 0.008817001,-0.985310690, 0.014624611,-0.9620740656, 0.0418481176,-0.95175566, 0.07075439,-0.9620740656, 0.0418481176,-0.95175566, 0.07075439,-0.986423976, 0.008304877,-0.984205185, 0.013786009,-0.942229044, 0.091130748,-0.95049181, 0.05443177,-0.989450317, 0.007129002,-0.985831285, 0.013416483,-0.979238032, 0.022260452,-0.960763182, 0.047841736,-0.966335091, 0.039364423,-0.975204245, 0.025688234,-0.948053070, 0.075312912,-0.947514932, 0.060345374,-0.986775590, 0.007452912,-0.979141572, 0.014041294,-0.983980480, 0.010131813,-0.988576991, 0.006827828,-0.980999858, 0.013181856,-0.988151916, 0.007103263,-0.981743665, 0.017028829,-0.968188676, 0.028019620,-0.96823578, 0.02756746,-0.98557605, 0.01472415,-0.955598610, 0.037224751,-0.96786925, 0.02574025,-0.962632578, 0.055670428,-0.9528022777, 0.0671341285,-0.9837516467, 0.0130278746,-0.983687273, 0.015161269,-0.9642387685, 0.0384356173,-0.95048442, 0.05499161,-0.986727418, 0.011368158,-0.985416445, 0.015083114,1
20,"SITTING",0.278045439,0.021181697,-0.014722931, 0.015611400,-0.108369635, 0.049003309,-0.983081859, 0.025385337,-0.936122705, 0.105689852,-0.929106397, 0.104082004, 0.924454522, 0.044040273, 0.073338541, 0.129243376, 0.151679135, 0.159931361,-0.985829034, 0.047473414,-0.966983534, 0.087731168,-0.935854966, 0.127670034,0.074656839,0.018080346, 5.974303e-03, 6.173927e-02, 1.601349e-03, 6.105421e-02,-0.982078229, 0.020364789,-0.970896863, 0.028752204,-0.976522489, 0.024046010,-0.0364059290, 0.0333954012,-0.065068935, 0.066489444, 0.0642882138, 0.1869015402,-0.976309017, 0.031648333,-0.960104509, 0.039803971,-0.94577180, 0.05577876,-0.095997082, 0.012176976,-0.040729924, 0.016400479,-0.046583515, 0.032715732,-0.977414911, 0.044616551,-0.979684097, 0.028169544,-0.979742084, 0.022426075,-0.9527380430, 0.0656499016,-0.93776403, 0.11547562,-0.9527380430, 0.0656499016,-0.93776403, 0.11547562,-0.978774578, 0.020819080,-0.972537872, 0.032950085,-0.939574436, 0.089730753,-0.94106991, 0.06816419,-0.983010276, 0.022009124,-0.975076150, 0.044203111,-0.981203064, 0.025241352,-0.945198619, 0.084356691,-0.947597457, 0.069059475,-0.983978375, 0.025588319,-0.935031700, 0.109125342,-0.924947175, 0.112986308,-0.982243603, 0.020032596,-0.971158288, 0.026924335,-0.973211461, 0.026430268,-0.983565761, 0.018976969,-0.972776577, 0.029025948,-0.978458923, 0.021808913,-0.969913284, 0.045501705,-0.964643069, 0.040006578,-0.95096336, 0.04922836,-0.97843354, 0.02722020,-0.958015696, 0.039789087,-0.94917682, 0.05296618,-0.946913452, 0.093057057,-0.9421512315, 0.1086197206,-0.9717304626, 0.0332023443,-0.972597744, 0.032830076,-0.9533990682, 0.0591386849,-0.94372576, 0.06333030,-0.976108354, 0.041106442,-0.975226588, 0.045102427,0
21,"SITTING",0.277539617,0.007817902,-0.014400971, 0.006228969,-0.112057888, 0.031130036,-0.991777287, 0.010829704,-0.966877561, 0.050616220,-0.959567862, 0.073114909, 0.940031368, 0.042130270, 0.021520671, 0.136074274,-0.056776606, 0.172102655,-0.992936404, 0.016222912,-0.979355363, 0.045934561,-0.965426494, 0.074231950,0.075710979,0.007666682, 1.210201e-02, 3.479773e-02,-1.753522e-04, 3.800389e-02,-0.989439392, 0.008251489,-0.979002805, 0.015409386,-0.985823623, 0.008325973,-0.0198712821, 0.0362344664,-0.065307750, 0.103695325, 0.0831326043, 0.0826493252,-0.988410501, 0.014232466,-0.976380487, 0.025645274,-0.97697266, 0.02521825,-0.101114775, 0.011205236,-0.039148343, 0.014400541,-0.052640988, 0.018897749,-0.989472968, 0.007598198,-0.989722664, 0.006828129,-0.987954515, 0.008897254,-0.9747349994, 0.0448794158,-0.97199425, 0.05669280,-0.9747349994, 0.0448794158,-0.97199425, 0.05669280,-0.985947225, 0.010115901,-0.986520865, 0.011501439,-0.964971114, 0.066602299,-0.97122506, 0.04296730,-0.990307350, 0.006489237,-0.990302233, 0.008034719,-0.990610228, 0.009706577,-0.968060947, 0.043327517,-0.970859343, 0.042748779,-0.992375229, 0.011393512,-0.967561290, 0.051170671,-0.956412505, 0.081248040,-0.989759187, 0.007690320,-0.979180439, 0.014815947,-0.983434323, 0.009829159,-0.990027822, 0.008203192,-0.980347169, 0.015174319,-0.986845672, 0.006952504,-0.984893560, 0.017467691,-0.979830938, 0.018812331,-0.97683973, 0.02530706,-0.98955931, 0.01327933,-0.974723218, 0.029133821,-0.97913068, 0.02307104,-0.974829227, 0.041303155,-0.9744475932, 0.0552991524,-0.9853423587, 0.0122330093,-0.986991550, 0.010623134,-0.9778397024, 0.0284941146,-0.97202725, 0.04428791,-0.990014273, 0.007948771,-0.991062205, 0.007687283,1
22,"SITTING",0.273583823,0.037856431,-0.012346845, 0.036924013,-0.105827370, 0.059505542,-0.978466824, 0.026642225,-0.928059134, 0.135417603,-0.917564854, 0.110189813, 0.839305929, 0.103683726, 0.208553884, 0.118755145, 0.315551492, 0.111607487,-0.972009989, 0.051608051,-0.954225015, 0.125912197,-0.927950650, 0.139862682,0.080768731,0.020505356,-8.427151e-04, 6.053441e-02,-1.268525e-02, 6.155086e-02,-0.981664149, 0.018590393,-0.964782832, 0.046934071,-0.978928356, 0.019381327,-0.0360430675, 0.0347210299,-0.079361744, 0.090029934, 0.0804426775, 0.1329542586,-0.981099172, 0.019503083,-0.950173479, 0.057492939,-0.94650142, 0.05857551,-0.098649316, 0.013774124,-0.042340982, 0.022084038,-0.051719399, 0.044411289,-0.985671250, 0.016536551,-0.980275619, 0.024276637,-0.979544105, 0.026620859,-0.9421673539, 0.0878401819,-0.92433618, 0.14276863,-0.9421673539, 0.0878401819,-0.92433618, 0.14276863,-0.979303714, 0.021995224,-0.968576777, 0.041602157,-0.942077433, 0.074933905,-0.93326849, 0.08241917,-0.985476035, 0.015976055,-0.976503766, 0.032725058,-0.978505368, 0.024612871,-0.939546008, 0.100884888,-0.946635312, 0.071236030,-0.978623190, 0.027718952,-0.926995253, 0.142760880,-0.909344306, 0.120039111,-0.980944506, 0.019838906,-0.963129473, 0.050751829,-0.975330719, 0.022488085,-0.984299609, 0.015367834,-0.969776055, 0.038178897,-0.981272224, 0.016277307,-0.977266731, 0.024119578,-0.959161754, 0.045714668,-0.94836705, 0.06005953,-0.98237335, 0.01817101,-0.946107944, 0.063823398,-0.95104570, 0.05318858,-0.943078237, 0.096552074,-0.9267980298, 0.1410969221,-0.9689082971, 0.0404630810,-0.967026276, 0.043067612,-0.9519527673, 0.0564822086,-0.93356301, 0.08410332,-0.977775448, 0.030818276,-0.976318115, 0.033077297,1
